Seq.,Grp,Sub-Cat,Stock,Description_x,Package,On Hand /cs_x,Shelf Life_x,Arrive Date_x,Lot Number_x,On Hand /cs_y,Shelf Life_y,Arrive Date_y,Lot Number_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,D,25010 * GOMA *,59310,"ATARI GOMA, KUKI SESAME PASTE",12/14 OZ (WHITE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,D,25010 * GOMA *,59311,"ATARI GOMA, KUKI SESAME PASTE",12/14 oz (KURO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,R,25010 * GOMA *,59336 1,IRI SHIRO GOMA,12/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,R,25010 * GOMA *,59358 1,IRI KURO GOMA,12/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,D,25020 * SHIITAKE *,3350,CHINESE SHIITAKE,5/5#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,D,25020 * SHIITAKE *,50707,MIYAKO SHIITAKE,24/1 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,D,25020 * SHIITAKE *,50768,"KIKURAGE, BLACK FUNGUS (STRIP)",6/5LB (BO WAH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,R,25020 * SHIITAKE *,52352 1,AJITSUKE SLICE SHIITAKE AJIKAN,12/1kg(2.2#),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,F,25020 * SHIITAKE *,67200 1,F-KIZAMI AJI SHIITAKE (AZ),10/2.2 #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,F,25020 * SHIITAKE *,70559,F-BUNA SHIMEJI MUSHROOM,12/1KG,2,,12/24/2019 0:00,MK1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,F,25020 * SHIITAKE *,70559,F-BUNA SHIMEJI MUSHROOM,12/1KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,F,25020 * SHIITAKE *,70559,F-BUNA SHIMEJI MUSHROOM,12/1KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,F,25020 * SHIITAKE *,70559,F-BUNA SHIMEJI MUSHROOM,12/1KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,F,25040 * KAMPYO *,54241,F-AJITSUKE KANPYO,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,R,25040 * KAMPYO *,54243,AJITSUKE KANPYO AJIKAN,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,R,25050 * FU *,59788,UZUMAKI FU,36/10.5 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,F,25050 * FU *,70495,F-YOMOGI FU 230G,50/8oz HANBEE FU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,F,25060 * YUBA *,63381,F-HIKIAGE YUBA SHEET,20pk/10pc(ab.32g/pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,F,25060 * YUBA *,63381,F-HIKIAGE YUBA SHEET,20pk/10pc(ab.32g/pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,F,25060 * YUBA *,64233,"F-YUBADON NO GU, HANAICHI",20/500g,6,,12/12/2019 0:00,CT19-4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,F,25060 * YUBA *,64233,"F-YUBADON NO GU, HANAICHI",20/500g,3,,5/26/2020 0:00,CT20-4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,F,25060 * YUBA *,64233,"F-YUBADON NO GU, HANAICHI",20/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,F,25060 * YUBA *,64233,"F-YUBADON NO GU, HANAICHI",20/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,F,25060 * YUBA *,65387 1,F-MOCHI MOCHI YUBA 500g HANA1,25/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,F,25060 * YUBA *,65390 1,F-NAMA YUBA(SHEET) HANA1,36/ab.280g(20pcs),8,,5/26/2020 0:00,CT20-4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,F,25060 * YUBA *,65390 1,F-NAMA YUBA(SHEET) HANA1,36/ab.280g(20pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,F,25060 * YUBA *,65390 1,F-NAMA YUBA(SHEET) HANA1,36/ab.280g(20pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,D,25080 * VEGITABLE GARNISH *,33014,FRIED GARLIC,16/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,F,25080 * VEGITABLE GARNISH *,70482,F-FRIED ONION(NETHERLANDS),15/400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,R,"25090 * VEGETABLE, DRY OTHERS *",33309,TAKENOKO MIZUNI WHOLE 100g,20/3.5oz(100g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,R,"25090 * VEGETABLE, DRY OTHERS *",33322,TAKENOKO MIZUNI WHOLE 250g,20/8.8oz(250g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,R,"25090 * VEGETABLE, DRY OTHERS *",50749,KINPIRA RENKON AJIKAN,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,R,"25090 * VEGETABLE, DRY OTHERS *",50750,KINPIRA GOBO AJIKAN,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,R,"25090 * VEGETABLE, DRY OTHERS *",50750 9,* KINPIRA GOBO AJIKAN AJIKAN,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,R,"25090 * VEGETABLE, DRY OTHERS *",50757 1,MATSUTAKE CENTER SLICE FD,32/30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,R,"25090 * VEGETABLE, DRY OTHERS *",59906,SENGIRI DAIKON,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,D,"25510 * KEZURIBUSHI, YAMAKI BRA",30630,YAMAKI HONKATSUO,6/1# (#52715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,D,"25510 * KEZURIBUSHI, YAMAKI BRA",30631,MIYAKO HANAKATSUO YAMAKI,6/1#(#50728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,D,"25510 * KEZURIBUSHI, YAMAKI BRA",30633,YAMAKI HANAKATSUO (80G_,12/2.82oz(80g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,D,"25510 * KEZURIBUSHI, YAMAKI BRA",50688,YAMAKI HANA KATSUO,12/1# 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,D,"25510 * KEZURIBUSHI, YAMAKI BRA",50728,MTC HANA KATSUO YAMAKI,4/1# 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,D,"25510 * KEZURIBUSHI, YAMAKI BRA",50734,GYOMU-YO YAMAKI ITOKATSUO,20/3.5oz 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52709,YAMAKI MILD KEZURI (50G),12/50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52710,YAMAKI ITO KEZURI (30G),12/30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52711,YAMAKI OKONOMI & TAKOYAKI HANA,12/100G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52712,YAMAKI WASHOKU NO DASHI 120g,8/120g 4a Saba/Katsuo/Aji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52713,YAMAKI SODA ATSUKEZURI A 01218,5/1kg(1.4-1.7mm)2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52714,YAMAKI CHIAINUKI HANAKATSUO,4/500g #01243 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52715,YAMAKI HONKATSUO KEZURIBUSHI,4/1# 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,D,"25510 * KEZURIBUSHI, YAMAKI BRA",52718,YAMAKI MIX KEZURIBUSHI SB-3,5/2.2# (02308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,D,"25510 * KEZURIBUSHI, YAMAKI BRA",53278,YMK KATSUO ITO KEZURI,12/3.5oz(100g)(50734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,D,"25510 * KEZURIBUSHI, YAMAKI BRA",54478 1,OTOKUYO HANAKATSUO YMK,12/80g 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,D,"25510 * KEZURIBUSHI, YAMAKI BRA",54480,TAKUMI ICHIBAN H-KATSUO G YMK,10/25g 4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,D,"25510 * KEZURIBUSHI, YAMAKI BRA",54483,AJI ICHIBAN KATSUO 10P YMK,20/25g 2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,R,"25520 * KEZURIBUSHI, OTHERS *",23109,FISH POWDER,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,R,"25520 * KEZURIBUSHI, OTHERS *",57160,SABA BUSHI ATSU KEZURI,7/4.4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,F,25540 * IRIKO *,50733 1,F-DASHI IRIKO,6/3.3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,F,25540 * IRIKO *,57200 8,F-OHBA IRIKO,24/16oz,0.166666667,,12/30/2019 0:00,D-04189801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,F,25540 * IRIKO *,57200 8,F-OHBA IRIKO,24/16oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,F,25540 * IRIKO *,57200 8,F-OHBA IRIKO,24/16oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,F,25540 * IRIKO *,57200 8,F-OHBA IRIKO,24/16oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,R,"25570 * SEAFOOD, OTSUMAMI *",70650,F-EI HIRE,20/17.6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,D,26010 * SENBEI & ARARE *,34216,KAKINOTANE & PEANUT 6PK,12/230g (9002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,D,26010 * SENBEI & ARARE *,34220,TAKO SENBEI,30/180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,D,26010 * SENBEI & ARARE *,34220 1,SM TAKO SENBEI 70g,50/2.46oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,D,26010 * SENBEI & ARARE *,34223,PREMIUM MIXED NUTS,20/3OZ (WBN-30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,D,26010 * SENBEI & ARARE *,34224,PREMIUM MIXED NUTS,40/1.5OZ (WBN-15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,D,26010 * SENBEI & ARARE *,34226,SHRIMP CHIPS W WASABI FLAVOR,24/2oz(56.6g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,R,26620 * JELLY *,40513,YUZU MARMALADE YUZUYA HONTEN,12/280g(9.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,R,26630 * MOCHIGASHI *,40416,WARABIMOCHI BASHODO,10/1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,F,26630 * MOCHIGASHI *,44720,F-SHIRATAMA MOCHI MITAKE,10/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,F,26630 * MOCHIGASHI *,44721,F-TAMASAN SHIRATAMA MOCHI,5/2.2#,39,,5/10/2019 0:00,CT19-4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,F,26630 * MOCHIGASHI *,44721,F-TAMASAN SHIRATAMA MOCHI,5/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,F,26630 * MOCHIGASHI *,44721,F-TAMASAN SHIRATAMA MOCHI,5/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,F,26630 * MOCHIGASHI *,50629,"F-ITOKIRI DANGO, WHITE",6/4.4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,F,26630 * MOCHIGASHI *,50639,"F-ITOKIRI DANGO, GREEN",6/4.4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,F,26630 * MOCHIGASHI *,50644,F-MATCHA WARABI MOCHI,12/2.2# (AB.70PCS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,F,26630 * MOCHIGASHI *,50912,F-KINAKO WARABI MOCHI,12/35.2oz(1KG)/CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,F,26630 * MOCHIGASHI *,54893,F-MITARASHI DANGO(10SK)MINATO,12/21oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,F,26630 * MOCHIGASHI *,74654,F-KINAKO WARABI MOCHI,12/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,F,26630 * MOCHIGASHI *,74655,F-AN DANGO(10SK) MINATO,12/21oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,F,26630 * MOCHIGASHI *,78647,F-WARABI MOCHI MATCHA HH,12/2.2#(ab.70pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,F,26690 * OTHERS *,41018,"F-KARINTO MANJU, AZUKI MRNG",12/645g(15PC),61,,9/6/2016 0:00,CT16-2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,F,26690 * OTHERS *,41018,"F-KARINTO MANJU, AZUKI MRNG",12/645g(15PC),15,,12/15/2016 0:00,CT16-2036A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,F,26690 * OTHERS *,41018,"F-KARINTO MANJU, AZUKI MRNG",12/645g(15PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,F,26690 * OTHERS *,41018,"F-KARINTO MANJU, AZUKI MRNG",12/645g(15PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,F,26690 * OTHERS *,41019,"F-KARINTO MANJU, YUZU MRNG",12/645g(15PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,F,26690 * OTHERS *,41020,"F-KARINTO MANJU, POTATO MRNG",12/645g(15PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,F,26690 * OTHERS *,41021,F-YUZU SORBET 500ML KOCHI ICE,33/500ml,4,,11/14/2018 0:00,CK18-4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,F,26690 * OTHERS *,41021,F-YUZU SORBET 500ML KOCHI ICE,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,F,26690 * OTHERS *,41021,F-YUZU SORBET 500ML KOCHI ICE,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,F,26690 * OTHERS *,41021,F-YUZU SORBET 500ML KOCHI ICE,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,F,26690 * OTHERS *,41023,F-BUNTAN SORBET 500ML KOCHI IC,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,F,26690 * OTHERS *,44723,F-SESAMI MOCHI BALL,10/24PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,F,26690 * OTHERS *,44733,"F-PONKAN SORBET CUP, KOCHI ICE",6/16/115ml,0.270833333,,1/30/2018 0:00,CK17-4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,F,26690 * OTHERS *,44733,"F-PONKAN SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,F,26690 * OTHERS *,44733,"F-PONKAN SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,F,26690 * OTHERS *,44733,"F-PONKAN SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,F,26690 * OTHERS *,44734,"F-BUNTAN SORBET CUP, KOCHI ICE",6/16/115ml,0.46875,,1/30/2018 0:00,CK17-4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,F,26690 * OTHERS *,44734,"F-BUNTAN SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,F,26690 * OTHERS *,44734,"F-BUNTAN SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,F,26690 * OTHERS *,44734,"F-BUNTAN SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,F,26690 * OTHERS *,50278,"F-BUNTAN SORBET 5L, KOCHI ICE",4/5 liter,4,,12/15/2016 0:00,CK16-2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,F,26690 * OTHERS *,50278,"F-BUNTAN SORBET 5L, KOCHI ICE",4/5 liter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,F,26690 * OTHERS *,50278,"F-BUNTAN SORBET 5L, KOCHI ICE",4/5 liter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,F,26690 * OTHERS *,50278,"F-BUNTAN SORBET 5L, KOCHI ICE",4/5 liter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,F,26690 * OTHERS *,50279,"F-YUZU SORBET CUP, KOCHI ICE",6/16/115ml,0.927083333,,2/18/2019 0:00,CK18-4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,F,26690 * OTHERS *,50279,"F-YUZU SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,F,26690 * OTHERS *,50279,"F-YUZU SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,F,26690 * OTHERS *,50279,"F-YUZU SORBET CUP, KOCHI ICE",6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,F,26690 * OTHERS *,50280,"F-YUZU SORBET 5L,KOCHI ICE",4/5 liter(1.32 gallon),23,,12/19/2019 0:00,CK19-4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,F,26690 * OTHERS *,50280,"F-YUZU SORBET 5L,KOCHI ICE",4/5 liter(1.32 gallon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,F,26690 * OTHERS *,50280,"F-YUZU SORBET 5L,KOCHI ICE",4/5 liter(1.32 gallon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,F,26690 * OTHERS *,70012,F-UJI MATCHA CHEESECAKE GOYO,12/480g(12pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,F,26690 * OTHERS *,70025,F-UJI MATCHA MONT BLANC GOYO,18/240g (4pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,F,26690 * OTHERS *,73064,F-MACARON (FUSION FLAVOR),8/280g(24pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,F,26690 * OTHERS *,73337,F-CHEESE CAKE,8/720G (12 SLICES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,F,26690 * OTHERS *,76886,F-GREEN TEA CHEESE CAKE (AZ),8/720G (12 SLICE)***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,F,26690 * OTHERS *,78653,F-PEACH SORBET 5L KOCHI ICE,4/5L(1.32gal),4,,6/18/2018 0:00,CK18-4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,F,26690 * OTHERS *,78653,F-PEACH SORBET 5L KOCHI ICE,4/5L(1.32gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,F,26690 * OTHERS *,78653,F-PEACH SORBET 5L KOCHI ICE,4/5L(1.32gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,F,26690 * OTHERS *,78653,F-PEACH SORBET 5L KOCHI ICE,4/5L(1.32gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,F,26690 * OTHERS *,78654,F-PEACH SORBET 500ML KOCHI ICE,33/500ml,3,,2/8/2019 0:00,CK18-4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,F,26690 * OTHERS *,78654,F-PEACH SORBET 500ML KOCHI ICE,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,F,26690 * OTHERS *,78654,F-PEACH SORBET 500ML KOCHI ICE,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,F,26690 * OTHERS *,78654,F-PEACH SORBET 500ML KOCHI ICE,33/500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,F,26690 * OTHERS *,78655,F-PEACH SORBET 115ML KOCHI ICE,6/16/115ml,0.989583333,,2/18/2019 0:00,CK18-4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,F,26690 * OTHERS *,78655,F-PEACH SORBET 115ML KOCHI ICE,6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,F,26690 * OTHERS *,78655,F-PEACH SORBET 115ML KOCHI ICE,6/16/115ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
